Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,Target
68.0, Private,5.0, Divorced, Farming-fishing, Not-in-family, Black, Male,0.0,0.0,20.0, United-States,False
40.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,True
20.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,24.0, United-States,False
48.0, Local-gov,14.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,True
27.0, Private,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,45.0, United-States,False
57.0, Federal-gov,11.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
54.0, Self-emp-inc,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,98.0, United-States,True
47.0, Private,9.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
30.0, Local-gov,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,False
17.0, ?,7.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States,False
35.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, Other, Male,0.0,0.0,45.0, United-States,True
56.0, Local-gov,8.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
20.0, Private,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,28.0, United-States,False
38.0, Local-gov,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,38.0, United-States,False
19.0, Private,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,25.0, United-States,False
24.0, Private,9.0, Never-married, Craft-repair, Other-relative, White, Male,594.0,0.0,40.0, ?,False
31.0, Private,10.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, Germany,False
44.0, Local-gov,13.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,60.0, United-States,False
21.0, State-gov,10.0, Never-married, Sales, Own-child, Black, Female,0.0,1602.0,12.0, United-States,False
41.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,False
18.0, Private,7.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,16.0, United-States,False
23.0, Private,5.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, United-States,False
37.0, Local-gov,10.0, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,32.0, United-States,False
46.0, ?,11.0, Divorced, ?, Unmarried, White, Male,0.0,0.0,30.0, United-States,False
43.0, Self-emp-not-inc,13.0, Divorced, Sales, Unmarried, White, Male,0.0,0.0,45.0, United-States,False
31.0, Private,2.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, Mexico,False
40.0, Private,10.0, Divorced, Transport-moving, Unmarried, White, Male,0.0,0.0,40.0, United-States,True
27.0, Private,15.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,12.0, United-States,False
64.0, Local-gov,10.0, Never-married, Transport-moving, Unmarried, White, Male,0.0,0.0,40.0, United-States,False
31.0, Federal-gov,11.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,40.0, United-States,False
48.0, Private,14.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,0.0,45.0, United-States,False
37.0, Self-emp-not-inc,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,20.0, Canada,True
28.0, Private,10.0, Divorced, Tech-support, Not-in-family, White, Male,0.0,0.0,24.0, United-States,False
42.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,False
60.0, Self-emp-inc,4.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,False
17.0, Private,7.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,20.0, United-States,False
21.0, ?,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,30.0, United-States,False
46.0, Private,6.0, Divorced, Adm-clerical, Own-child, Black, Male,0.0,0.0,40.0, United-States,False
18.0, Private,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,False
22.0, Private,9.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,27.0, United-States,False
44.0, Self-emp-not-inc,13.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,60.0, United-States,False
36.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,False
65.0, Private,11.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
26.0, Private,9.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, Mexico,False
21.0, Private,6.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,25.0, United-States,False
41.0, Private,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,2339.0,40.0, United-States,False
28.0, Private,10.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,35.0, United-States,False
27.0, Private,10.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
19.0, State-gov,10.0, Never-married, Other-service, Not-in-family, Black, Male,0.0,0.0,12.0, United-States,False
40.0, Private,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,False
19.0, Private,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,15.0, United-States,False
40.0, Private,11.0, Married-civ-spouse, Transport-moving, Husband, White, Male,2829.0,0.0,40.0, United-States,False
37.0, Private,9.0, Never-married, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States,False
33.0, Private,10.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0.0,0.0,40.0, United-States,True
34.0, Private,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,False
44.0, Local-gov,12.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
33.0, Private,10.0, Divorced, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States,False
72.0, Local-gov,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,2290.0,0.0,10.0, United-States,False
19.0, Private,9.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, United-States,False
59.0, Private,11.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,36.0, United-States,False
40.0, Private,9.0, Divorced, Protective-serv, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,False
35.0, Private,9.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States,False
22.0, Private,12.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,45.0, United-States,False
41.0, Private,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
59.0, Private,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,50.0, United-States,True
50.0, Private,8.0, Divorced, Handlers-cleaners, Unmarried, White, Male,0.0,0.0,40.0, United-States,False
21.0, Private,12.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,10.0, United-States,False
40.0, Self-emp-inc,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,False
22.0, Private,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
43.0, Private,3.0, Separated, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, Mexico,False
17.0, Private,7.0, Never-married, Transport-moving, Own-child, White, Female,0.0,0.0,16.0, United-States,False
42.0, Local-gov,4.0, Divorced, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
37.0, Private,10.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,40.0, United-States,True
19.0, Private,8.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,38.0, ?,False
43.0, Private,3.0, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0.0,0.0,40.0, Mexico,False
46.0, Private,5.0, Separated, Craft-repair, Unmarried, White, Female,0.0,0.0,40.0, United-States,False
18.0, ?,9.0, Never-married, ?, Own-child, White, Female,0.0,0.0,20.0, United-States,False
50.0, Local-gov,15.0, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Laos,True
47.0, Self-emp-not-inc,4.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, Puerto-Rico,False
31.0, Private,9.0, Never-married, Farming-fishing, Not-in-family, White, Male,2907.0,0.0,99.0, United-States,False
33.0, Private,4.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,45.0, United-States,False
27.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298.0,0.0,40.0, United-States,True
59.0, Self-emp-not-inc,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,35.0, United-States,False
39.0, Local-gov,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,True
29.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,False
26.0, Private,13.0, Widowed, Exec-managerial, Not-in-family, White, Female,0.0,0.0,55.0, United-States,False
24.0, Private,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,False
25.0, Private,10.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,1980.0,40.0, United-States,False
30.0, Private,10.0, Never-married, Adm-clerical, Other-relative, White, Female,0.0,0.0,20.0, United-States,False
52.0, State-gov,7.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,False
51.0, Federal-gov,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,True
30.0, Private,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,60.0, United-States,True
19.0, ?,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,25.0, United-States,False
23.0, Private,10.0, Never-married, Tech-support, Own-child, White, Male,0.0,0.0,60.0, United-States,False
37.0, State-gov,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,False
25.0, State-gov,10.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0.0,0.0,38.0, United-States,False
49.0, Self-emp-not-inc,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,65.0, United-States,True
30.0, Private,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,55.0, United-States,False
40.0, Private,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,False
20.0, Private,9.0, Never-married, Machine-op-inspct, Other-relative, Other, Male,0.0,0.0,32.0, United-States,False
35.0, Self-emp-not-inc,11.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,3103.0,0.0,55.0, United-States,False
24.0, Private,13.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,45.0, United-States,False
32.0, Private,9.0, Separated, Craft-repair, Unmarried, Black, Male,0.0,0.0,40.0, United-States,False
35.0, Private,9.0, Separated, Other-service, Own-child, Black, Female,0.0,0.0,30.0, United-States,False
20.0, Private,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
29.0, State-gov,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,True
25.0, Private,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,28.0, United-States,False
50.0, Local-gov,4.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,False
24.0, Private,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,50.0, United-States,False
49.0, ?,13.0, Married-civ-spouse, ?, Husband, White, Male,15024.0,0.0,60.0, United-States,True
30.0, Local-gov,9.0, Divorced, Protective-serv, Own-child, White, Female,0.0,0.0,32.0, United-States,False
37.0, Private,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,False
50.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,3137.0,0.0,40.0, El-Salvador,False
20.0, Private,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,30.0, United-States,False
49.0, Self-emp-not-inc,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,5013.0,0.0,50.0, United-States,False
55.0, Private,4.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States,False
61.0, Private,8.0, Widowed, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, Italy,False
22.0, Private,9.0, Married-spouse-absent, Other-service, Own-child, White, Female,0.0,0.0,3.0, United-States,False
23.0, Private,12.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,12.0, United-States,False
43.0, Private,9.0, Never-married, Prof-specialty, Not-in-family, White, Male,4650.0,0.0,40.0, United-States,False
39.0, Private,13.0, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,24.0, Philippines,False
21.0, Private,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,35.0, United-States,False
52.0, Self-emp-inc,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,True
30.0, Private,11.0, Married-civ-spouse, Sales, Husband, White, Male,4064.0,0.0,40.0, United-States,False
42.0, Private,13.0, Divorced, Adm-clerical, Unmarried, White, Male,9562.0,0.0,45.0, United-States,True
50.0, Self-emp-not-inc,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,False
51.0, Self-emp-not-inc,12.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,99.0, United-States,False
47.0, Private,6.0, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0.0,0.0,45.0, United-States,False
49.0, ?,5.0, Divorced, ?, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
45.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,False
48.0, Federal-gov,10.0, Widowed, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, United-States,False
36.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,True
20.0, Never-worked,10.0, Never-married, ?, Own-child, Black, Male,0.0,0.0,40.0, United-States,False
61.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,False
72.0, Private,13.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,30.0, United-States,False
19.0, Private,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,15.0, United-States,False
54.0, Self-emp-inc,13.0, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,7688.0,0.0,40.0, ?,True
47.0, ?,10.0, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Female,0.0,0.0,35.0, United-States,False
39.0, Private,9.0, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,6849.0,0.0,40.0, United-States,False
24.0, Private,7.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
44.0, Private,10.0, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0.0,0.0,40.0, Poland,False
19.0, Private,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,20.0, United-States,False
20.0, Private,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,48.0, United-States,False
23.0, Private,9.0, Never-married, Craft-repair, Own-child, White, Female,0.0,0.0,40.0, United-States,False
58.0, Private,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,53.0, United-States,True
20.0, Private,8.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,False
62.0, Private,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,12.0, United-States,False
25.0, Private,9.0, Never-married, Adm-clerical, Own-child, Black, Female,4416.0,0.0,40.0, Puerto-Rico,False
67.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,2.0, United-States,False
37.0, Local-gov,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, France,True
36.0, Private,9.0, Divorced, Exec-managerial, Own-child, White, Female,1831.0,0.0,40.0, United-States,False
38.0, Private,11.0, Separated, Tech-support, Unmarried, White, Female,0.0,0.0,20.0, United-States,False
23.0, Private,9.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,80.0, United-States,False
28.0, Private,9.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,40.0, United-States,False
25.0, Private,9.0, Divorced, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, United-States,False
41.0, Self-emp-not-inc,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,55.0, United-States,True
63.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1848.0,40.0, United-States,True
60.0, Self-emp-not-inc,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,30.0, United-States,False
31.0, Self-emp-inc,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,False
29.0, Self-emp-not-inc,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,37.0, United-States,False
37.0, Private,13.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,7688.0,0.0,45.0, United-States,True
51.0, Private,5.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,False
45.0, Private,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298.0,0.0,40.0, United-States,True
27.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,False
18.0, Private,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,20.0, United-States,False
34.0, Private,9.0, Divorced, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, United-States,False
66.0, Self-emp-not-inc,16.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,2377.0,25.0, United-States,True
19.0, ?,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,15.0, United-States,False
36.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,35.0, United-States,False
35.0, Private,13.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States,False
27.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States,False
29.0, Private,10.0, Divorced, Exec-managerial, Own-child, White, Female,1831.0,0.0,40.0, United-States,False
25.0, Private,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,False
22.0, Private,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,32.0, United-States,True
41.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,48.0, United-States,True
20.0, Private,12.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,20.0, United-States,False
52.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,False
34.0, Private,10.0, Separated, Other-service, Unmarried, Black, Female,0.0,0.0,37.0, United-States,False
44.0, Private,15.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,45.0, United-States,True
50.0, Private,14.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States,True
49.0, Self-emp-inc,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,True
36.0, ?,13.0, Never-married, ?, Own-child, White, Female,0.0,0.0,40.0, United-States,False
71.0, State-gov,15.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,28.0, United-States,False
20.0, Private,9.0, Never-married, Other-service, Other-relative, Black, Male,0.0,0.0,25.0, United-States,False
20.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, ?,False
59.0, Self-emp-inc,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,True
41.0, Private,3.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,3411.0,0.0,40.0, Mexico,False
38.0, Private,10.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,42.0, United-States,False
55.0, Local-gov,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,False
17.0, Private,5.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,20.0, United-States,False
45.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55.0, United-States,True
43.0, Self-emp-not-inc,9.0, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,30.0, United-States,False
19.0, Private,8.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,25.0, United-States,False
33.0, Private,9.0, Divorced, Other-service, Own-child, White, Female,0.0,0.0,40.0, United-States,False
63.0, Private,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
39.0, Self-emp-not-inc,9.0, Divorced, Farming-fishing, Not-in-family, White, Male,8614.0,0.0,50.0, United-States,True
34.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,False
31.0, Private,12.0, Never-married, Machine-op-inspct, Unmarried, White, Male,0.0,0.0,40.0, United-States,False
21.0, Private,8.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,False
23.0, Private,11.0, Never-married, Adm-clerical, Other-relative, White, Female,0.0,0.0,36.0, United-States,False
20.0, Private,10.0, Never-married, Handlers-cleaners, Own-child, White, Female,0.0,0.0,8.0, United-States,False
45.0, Private,13.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,60.0, United-States,True
59.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States,False
58.0, Private,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,40.0, Greece,True
66.0, Local-gov,9.0, Widowed, Adm-clerical, Unmarried, White, Female,0.0,0.0,35.0, United-States,True
37.0, Private,11.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,1887.0,35.0, United-States,True
29.0, Private,10.0, Divorced, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,False
32.0, State-gov,13.0, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,40.0, United-States,False
39.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1902.0,50.0, United-States,True
57.0, Private,9.0, Widowed, Exec-managerial, Unmarried, White, Female,0.0,0.0,45.0, United-States,False
57.0, Private,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,True
50.0, Self-emp-inc,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,60.0, United-States,False
44.0, Self-emp-inc,13.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024.0,0.0,65.0, United-States,True
56.0, Private,11.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, United-States,True
26.0, Private,14.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,48.0, United-States,False
22.0, ?,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,40.0, Italy,False
26.0, Self-emp-not-inc,11.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,65.0, United-States,False
33.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,True
36.0, Self-emp-not-inc,11.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,60.0, United-States,True
45.0, Private,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,True
56.0, Local-gov,16.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,1669.0,38.0, United-States,False
23.0, Private,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,36.0, Iran,False
23.0, Private,10.0, Never-married, Other-service, Not-in-family, Black, Male,0.0,0.0,25.0, United-States,False
35.0, Local-gov,13.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
39.0, Private,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688.0,0.0,32.0, United-States,True
45.0, Private,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
21.0, Private,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,25.0, United-States,False
56.0, State-gov,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,False
31.0, Federal-gov,9.0, Never-married, Handlers-cleaners, Own-child, White, Female,0.0,0.0,40.0, United-States,False
44.0, Private,8.0, Never-married, Transport-moving, Not-in-family, Black, Male,0.0,0.0,36.0, United-States,False
21.0, ?,10.0, Never-married, ?, Other-relative, White, Male,0.0,0.0,10.0, United-States,False
31.0, Private,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5013.0,0.0,40.0, United-States,False
20.0, Private,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,38.0, United-States,False
17.0, ?,7.0, Never-married, ?, Own-child, Black, Female,0.0,0.0,40.0, United-States,False
44.0, Federal-gov,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,True
19.0, Private,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,23.0, United-States,False
71.0, ?,9.0, Widowed, ?, Unmarried, White, Male,0.0,0.0,24.0, United-States,False
23.0, Private,10.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
21.0, Private,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Mexico,False
29.0, State-gov,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,15.0, United-States,False
33.0, Private,10.0, Separated, Other-service, Not-in-family, White, Female,0.0,0.0,30.0, United-States,False
46.0, Private,9.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,48.0, United-States,True
21.0, ?,10.0, Never-married, ?, Own-child, Black, Female,0.0,0.0,40.0, United-States,False
36.0, Self-emp-inc,10.0, Married-civ-spouse, Sales, Husband, White, Male,15024.0,0.0,60.0, United-States,True
70.0, Self-emp-not-inc,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,9386.0,0.0,30.0, United-States,True
19.0, Private,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Female,0.0,0.0,37.0, United-States,False
29.0, Private,10.0, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0.0,0.0,40.0, United-States,False
34.0, Private,12.0, Never-married, Sales, Unmarried, White, Male,0.0,0.0,50.0, United-States,False
26.0, Private,10.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
30.0, Private,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
34.0, Private,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
24.0, ?,13.0, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,25.0, Taiwan,False
28.0, Private,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,48.0, United-States,False
